진단지역,ID,그룹,Data No.,유형,Category 1 type,Category 2 type,등록일시,위도,경도,대분류,중분류,질문_Num,질문_기준,질문_내용,점수,리뷰,이미지경로
범일초등학교,minji5749,1,2006,2,2,2,2024.08.30 08:25:06,35.1398242,129.0502812,도로 (공공시설물),보호펜스,4,정보제공성,보호펜스는 주/야간 모두 보행자와 운전자가 직관적으로 확인할 수 있도록 시인성을 확보하였나요? ,1,동부 경찰서에서 주관하나 전화번호가 기재되어있지 않아서 불편,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2006_136_240830_94_108
범일초등학교,minji5749,1,2006,2,2,2,2024.08.30 08:25:06,35.1398242,129.0502812,도로 (공공시설물),보호펜스,5,포용성,"보호펜스는 아이, 색약, 휠체어 등의 교통약자의 안전을 지원하기 위한 수단을 충분히 고려했나요?",1,동부 경찰서에서 주관하나 전화번호가 기재되어있지 않아서 불편,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2006_136_240830_94_108
범일초등학교,minji5749,1,2006,2,2,2,2024.08.30 08:25:06,35.1398242,129.0502812,도로 (공공시설물),보호펜스,6,심미성,"보호펜스의 디자인은 일관성 있고, 심미적으로 주변 환경과 조화를 이루고 있나요?",2,동부 경찰서에서 주관하나 전화번호가 기재되어있지 않아서 불편,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2006_136_240830_94_108
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,4,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,5,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,4,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",4,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,4,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2005,2,2,2,2024.08.30 08:24:04,35.1398464,129.050237,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,4,도보에 있는 풀을 깔끔하게 제거해야할 거 같다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2005_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,5,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,4,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,5,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",4,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,5,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2004,2,2,2,2024.08.30 08:23:12,35.1398408,129.050351,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,5,모서리에 안전한 폼을 설치해서 안전함.다만 주기적인 교체필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2004_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,4,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,4,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,4,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",2,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,4,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2003,2,2,2,2024.08.30 08:22:08,35.1398262,129.0501296,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,2,나무 장식품이 갈라져서 날카롭다 아이들에게 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2003_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,4,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,4,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,1,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",4,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,4,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2002,2,2,2,2024.08.30 08:20:52,35.1397644,129.049736,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,2,나무 장식 고정하는  못이 빠져서 재점검필요 위험함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2002_136_240830_91_98
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,1,접근성,보호펜스는 추락과 충돌 등 보행자 보호가 필요한 위치에 설치되었나요?,1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,2,이동성,보호펜스는 보행자 및 자전거 차량의 이동을 효과적으로 방지하고 있나요?,1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,3,안전성,"보호펜스의 지지대와 연결부위는 충격에 견고하게 설치되었으며, 부재의 마감처리는 안전하게 완료되었나요?",1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,4,정보제공성,보호펜스는 주/야간 모두 보행자와 운전자가 직관적으로 확인할 수 있도록 시인성을 확보하였나요? ,1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,5,포용성,"보호펜스는 아이, 색약, 휠체어 등의 교통약자의 안전을 지원하기 위한 수단을 충분히 고려했나요?",1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2001,2,2,2,2024.08.30 08:18:30,35.1398288,129.0498183,도로 (공공시설물),보호펜스,6,심미성,"보호펜스의 디자인은 일관성 있고, 심미적으로 주변 환경과 조화를 이루고 있나요?",1,정문과 동일한 노란색 안전펜스 설치가 필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2001_136_240830_94_108
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,2000,2,2,2,2024.08.30 08:16:06,35.1399168,129.0498461,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,3,도로에 불빛 조명이 필요함 야간에 필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/2000_136_240830_91_98
범일초등학교,minji5749,1,1999,2,2,2,2024.08.30 08:14:19,35.1399358,129.0497521,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,3,나무 전지 작업이 필요하다 펜스 훼손 우려,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1999_136_240830_91_98
범일초등학교,minji5749,1,1999,2,2,2,2024.08.30 08:14:19,35.1399358,129.0497521,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,3,나무 전지 작업이 필요하다 펜스 훼손 우려,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1999_136_240830_91_98
범일초등학교,minji5749,1,1999,2,2,2,2024.08.30 08:14:19,35.1399358,129.0497521,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,3,나무 전지 작업이 필요하다 펜스 훼손 우려,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1999_136_240830_91_98
범일초등학교,minji5749,1,1999,2,2,2,2024.08.30 08:14:19,35.1399358,129.0497521,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",3,나무 전지 작업이 필요하다 펜스 훼손 우려,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1999_136_240830_91_98
범일초등학교,minji5749,1,1999,2,2,2,2024.08.30 08:14:19,35.1399358,129.0497521,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,3,나무 전지 작업이 필요하다 펜스 훼손 우려,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1999_136_240830_91_98
